type,street,city,state,zip_code,beds,total_baths,sqft,year_built,sold_price,sold_date,county,stories,parking_garage
SINGLE_FAMILY,104 Mountain View Dr,Reno,NV,89509,3,2,1506,1949,560000,8/19/2024,Washoe,2,2
SINGLE_FAMILY,430 Hay Bale Dr,Sparks,NV,89441,4,2.5,2108,2006,715000,8/16/2024,Washoe,1,3
SINGLE_FAMILY,10535 Vista Alta Dr,Reno,NV,89521,3,2,1443,2000,555000,8/22/2024,Washoe,1,2
SINGLE_FAMILY,1447 Berne Ct,Incline Village,NV,89451,3,2.5,3212,1981,2200000,8/19/2024,Washoe,3,2
SINGLE_FAMILY,800 Quincy St,Reno,NV,89512,2,1,844,1930,385000,8/21/2024,Washoe,1,0
SINGLE_FAMILY,3559 Niblick Dr,Sparks,NV,89431,3,2,1197,2002,405000,8/16/2024,Washoe,2,2
CONDOS,1759 Gault Way,Sparks,NV,89431,3,2,1044,1971,329900,8/15/2024,Washoe,1,1
SINGLE_FAMILY,2015 Stoneridge Dr,Verdi,NV,89439,3,2,1281,2001,596000,8/15/2024,Washoe,1,3
SINGLE_FAMILY,3460 4th St,Sparks,NV,89431,3,2,1296,1967,399900,8/19/2024,Washoe,1,2
SINGLE_FAMILY,294 Azimuth Way,Verdi,NV,89439,3,2.5,2168,2020,715000,8/20/2024,Washoe,1,2
TOWNHOMES,242 Smithridge Park,Reno,NV,89502,2,1.5,1220,1969,282000,8/16/2024,Washoe,2,0
SINGLE_FAMILY,2539 11th St,Sparks,NV,89431,3,1,1092,1959,389000,8/16/2024,Washoe,1,2
SINGLE_FAMILY,4236 Country Flats Way,Sparks,NV,89436,5,3,2311,2024,592890,8/15/2024,Washoe,2,2
CONDOS,1835 Dark Horse Rd,Reno,NV,89521,2,2,1310,2018,425000,8/21/2024,Washoe,2,1
CONDOS,255 N Sierra St,Reno,NV,89501,2,2,1392,1978,575000,8/15/2024,Washoe,1,2
MOBILE,5749 S Conti Cir,Sun Valley,NV,89433,3,2,1512,2020,385000,8/19/2024,Washoe,1,0
SINGLE_FAMILY,565 Lucille Dr,Incline Village,NV,89451,4,3,2623,1984,2300000,8/16/2024,Washoe,3,2
SINGLE_FAMILY,260 Mia Dr,Sparks,NV,89436,3,2.5,1606,1996,539000,8/19/2024,Washoe,1,2
MOBILE,5205 Carol Dr,Sun Valley,NV,89433,2,2,1244,1978,290000,8/22/2024,Washoe,1,0
TOWNHOMES,1927 Halite Dr,Sparks,NV,89436,4,2.5,1453,2024,438560,8/21/2024,Washoe,2,2
SINGLE_FAMILY,220 Pebble Creek Dr,Sparks,NV,89441,5,3,3244,2020,975000,8/16/2024,Washoe,1,3
CONDOS,2382 Roundhouse Rd,Sparks,NV,89431,1,1,786,1979,185000,8/16/2024,Washoe,1,0
SINGLE_FAMILY,631 Aberdeen Ct,Reno,NV,89521,3,2.5,2688,2005,860000,8/19/2024,Washoe,1,3
SINGLE_FAMILY,3370 Thornhill Dr,Reno,NV,89509,5,3,3948,1979,1135000,8/16/2024,Washoe,2,3
SINGLE_FAMILY,10370 Gold Mine Dr,Reno,NV,89521,4,3.5,2740,2018,850000,8/19/2024,Washoe,2,3
SINGLE_FAMILY,4660 Saddlehorn Dr,Reno,NV,89511,4,3,2999,2001,1475000,8/16/2024,Washoe,1,3
SINGLE_FAMILY,1000 Apollo Way,Incline Village,NV,89451,3,3.5,2249,2000,2325000,8/16/2024,Washoe,0,2
SINGLE_FAMILY,1433 Washington St,Reno,NV,89503,4,2.5,2456,2020,693000,8/20/2024,Washoe,2,2
SINGLE_FAMILY,310 Brande Way,Washoe Valley,NV,89704,3,2,2384,1990,980000,8/21/2024,Washoe,1,3
CONDOS,120 Village Blvd,Incline Village,NV,89451,2,2,1162,1994,1400000,8/20/2024,Washoe,1,1
MOBILE,5742 Yukon Dr,Sun Valley,NV,89433,2,2,1440,1978,175000,8/16/2024,Washoe,1,1
SINGLE_FAMILY,4110 Scenic Dr,Reno,NV,89523,3,2.5,1547,2024,571990,8/16/2024,Washoe,2,2
CONDOS,9050 Double R Blvd,Reno,NV,89521,1,1,1033,2003,380000,8/16/2024,Washoe,3,1
SINGLE_FAMILY,4227 Country Flats Way,Sparks,NV,89436,5,3,2311,2024,594530,8/20/2024,Washoe,2,2
TOWNHOMES,18627 Village Center Dr,Reno,NV,89508,3,2.5,1554,2023,399000,8/16/2024,Washoe,2,2
SINGLE_FAMILY,5040 Ouray St,Sparks,NV,89436,3,2,1558,2001,480000,8/19/2024,Washoe,1,2
SINGLE_FAMILY,473 Penny Way,Sparks,NV,89431,3,2,1684,1970,465000,8/19/2024,Washoe,1,2
SINGLE_FAMILY,1555 Tanglewood Dr,Sparks,NV,89431,4,2,1242,1963,420000,8/16/2024,Washoe,1,2
MULTI_FAMILY,1111 Strand Pl,Reno,NV,89503,3,3,2241,1948,622000,8/16/2024,Washoe,2,0
SINGLE_FAMILY,1841 Laurel Ridge Dr,Reno,NV,89523,5,5,5782,2005,1545000,8/20/2024,Washoe,2,3
SINGLE_FAMILY,13365 Fieldcreek Ln,Reno,NV,89511,4,3,2649,1997,850000,8/20/2024,Washoe,2,3
SINGLE_FAMILY,5542 Dapplegray Way,Reno,NV,89511,3,3,2811,2021,1085000,8/16/2024,Washoe,2,2
TOWNHOMES,1775 Wind Ranch Rd,Reno,NV,89521,2,2,1330,2007,405000,8/20/2024,Washoe,2,1
SINGLE_FAMILY,18512 Spicer Lake Ct,Reno,NV,89508,5,3,3932,2002,635000,8/21/2024,Washoe,2,2
SINGLE_FAMILY,2605 Glen Eagles Dr,Reno,NV,89523,3,2,1410,2002,539500,8/16/2024,Washoe,1,2
SINGLE_FAMILY,1530 Rayburn Dr,Reno,NV,89503,3,2,1354,1966,475000,8/16/2024,Washoe,1,2
SINGLE_FAMILY,5940 Lake Geneva Dr,Reno,NV,89511,5,6.5,10684,2015,7500000,8/16/2024,Washoe,2,4
SINGLE_FAMILY,2575 Lake Shore Dr,Washoe Valley,NV,89704,3,2.5,3437,1981,1500000,8/16/2024,Washoe,1,2
MOBILE,15153 Kivett Ln,Reno,NV,89521,3,2,2100,2020,505000,8/15/2024,Washoe,1,2
SINGLE_FAMILY,198 Commodore Dr,Verdi,NV,89439,4,3,2546,2024,786770,8/16/2024,Washoe,2,2
SINGLE_FAMILY,1426 Rosy Finch Dr,Sparks,NV,89441,3,2,1775,2002,572000,8/16/2024,Washoe,1,3
SINGLE_FAMILY,5475 E Brookdale Dr,Reno,NV,89523,4,2.5,2227,1995,675000,8/16/2024,Washoe,2,2
SINGLE_FAMILY,2825 Bonfire Ln,Reno,NV,89521,4,2.5,2255,2016,724500,8/20/2024,Washoe,2,3
TOWNHOMES,3180 Oakshire Ct,Reno,NV,89509,3,3,1488,1985,430000,8/22/2024,Washoe,2,2
TOWNHOMES,1239 Laredo Ct,Reno,NV,89503,3,2,1175,1973,375000,8/16/2024,Washoe,1,2
SINGLE_FAMILY,2565 Painted River Trl,Reno,NV,89523,4,4.5,4134,2007,2020000,8/16/2024,Washoe,2,3
SINGLE_FAMILY,2251 Almond Creek Dr,Reno,NV,89523,4,3,2109,1995,630000,8/16/2024,Washoe,2,2
SINGLE_FAMILY,1051 Glen Meadow Dr,Sparks,NV,89434,4,2.5,2096,1975,545000,8/16/2024,Washoe,2,2
SINGLE_FAMILY,3021 Blue Grouse Dr,Reno,NV,89509,6,3,3067,2002,895000,8/21/2024,Washoe,2,3
CONDOS,845 Southwood Blvd,Incline Village,NV,89451,3,2,1332,1969,740000,8/20/2024,Washoe,2,0
CONDOS,3180 Wedgewood Ct,Reno,NV,89509,3,3,1331,1986,495000,8/16/2024,Washoe,2,2
SINGLE_FAMILY,2505 Sunline Dr,Reno,NV,89523,4,2.5,2124,1999,755000,8/22/2024,Washoe,2,3
SINGLE_FAMILY,5850 September Cir,Reno,NV,89523,4,2.5,1966,2004,513000,8/21/2024,Washoe,2,2
MOBILE,17450 Fantail St,Reno,NV,89508,2,2,1070,1987,305000,8/22/2024,Washoe,1,2
SINGLE_FAMILY,1787 Howard Ct,Sparks,NV,89434,3,2,1330,1971,450000,8/16/2024,Washoe,1,2
SINGLE_FAMILY,4735 Bradford Ln,Reno,NV,89519,3,3,1920,1994,708000,8/16/2024,Washoe,1,2
SINGLE_FAMILY,30 Curnow Springs Ct,Sparks,NV,89436,4,2,1886,1999,579000,8/20/2024,Washoe,1,2
SINGLE_FAMILY,7793 Wandering Way,Reno,NV,89506,4,2.5,1678,2024,463990,8/22/2024,Washoe,2,2
SINGLE_FAMILY,1475 Alturas Ave,Reno,NV,89503,5,2.5,2460,1960,420000,8/21/2024,Washoe,1,2
SINGLE_FAMILY,612 Allerton Way,Sparks,NV,89441,4,3,2547,2024,649950,8/20/2024,Washoe,1,3
SINGLE_FAMILY,247 Commodore Dr,Verdi,NV,89439,3,2.5,2605,2023,780000,8/22/2024,Washoe,1,2
SINGLE_FAMILY,2840 Trail Rider Dr,Reno,NV,89521,4,3,2859,2023,1067000,8/20/2024,Washoe,1,3
SINGLE_FAMILY,4496 Sierra Madre Dr,Reno,NV,89502,4,3,2128,1979,569000,8/20/2024,Washoe,2,2
CONDOS,10800 Farmstead Ln,Reno,NV,89521,2,2,1218,2024,471035,8/21/2024,Washoe,1,0
TOWNHOMES,5758 Pumpkin Ridge Dr,Sparks,NV,89436,2,2.5,1769,2005,469000,8/21/2024,Washoe,2,2
SINGLE_FAMILY,15350 Yankee Blade Rd,Reno,NV,89521,3,3.5,1972,1977,710000,8/22/2024,Washoe,1,2
SINGLE_FAMILY,10555 Thistle Berry Ct,Reno,NV,89521,5,3,2582,2004,660000,8/20/2024,Washoe,2,2
SINGLE_FAMILY,985 Bernice Ct,Sparks,NV,89436,4,2,1831,1994,492000,8/22/2024,Washoe,1,2
SINGLE_FAMILY,796 Golfers Pass Rd,Incline Village,NV,89451,4,3,2458,1982,2500000,8/16/2024,Washoe,2,2
SINGLE_FAMILY,6101 Carriage House Way,Reno,NV,89519,3,2.5,2995,1989,1065000,8/22/2024,Washoe,1,3
SINGLE_FAMILY,859 Lakeshore Blvd,Incline Village,NV,89451,4,5.5,11843,2005,47500000,8/20/2024,Washoe,2,3
SINGLE_FAMILY,10670 Cedar Bend Ct,Reno,NV,89521,4,2,1933,2005,665000,8/22/2024,Washoe,1,2
SINGLE_FAMILY,10565 Red Pine Rd,Reno,NV,89506,3,2,1296,1989,449000,8/16/2024,Washoe,1,2
SINGLE_FAMILY,14542 Fredonia Dr,Reno,NV,89506,4,2,1795,2024,462900,8/16/2024,Washoe,1,2
SINGLE_FAMILY,609 Allerton Way,Sparks,NV,89441,5,3,2754,2024,660545,8/21/2024,Washoe,1,0
TOWNHOMES,4334 Leeward Ln,Reno,NV,89502,2,2.5,1313,1988,400000,8/19/2024,Washoe,2,2
SINGLE_FAMILY,810 Wild Hawk Dr,Sparks,NV,89436,3,2,1706,2002,600000,8/16/2024,Washoe,1,3
MOBILE,16190 Rhyolite Cir,Reno,NV,89521,3,2,1666,1975,314900,8/15/2024,Washoe,1,0
SINGLE_FAMILY,1840 Ribeiro Cir,Reno,NV,89503,3,2,1336,1977,444000,8/15/2024,Washoe,1,2
SINGLE_FAMILY,17845 Journey Ct,Reno,NV,89508,5,3,2273,2002,494500,8/15/2024,Washoe,2,0
SINGLE_FAMILY,4027 Cold Springs Ct,Reno,NV,89508,4,3,2112,2024,562053,8/15/2024,Washoe,1,0
SINGLE_FAMILY,6156 Wycliffe Cir,Reno,NV,89519,4,3,3039,1993,1200000,8/15/2024,Washoe,2,2
SINGLE_FAMILY,485 Sunset Springs Ln,Sparks,NV,89441,4,2,2144,2013,765000,8/15/2024,Washoe,1,3
TOWNHOMES,411 Smithridge Park,Reno,NV,89502,2,1.5,1220,1970,299999,8/15/2024,Washoe,2,0
SINGLE_FAMILY,1718 Belford Rd,Reno,NV,89509,4,3,3788,1991,949000,8/15/2024,Washoe,1,3
TOWNHOMES,285 Smithridge Park,Reno,NV,89502,2,1.5,1220,1970,295000,8/15/2024,Washoe,2,0
MOBILE,280 W 6th Ave,Sun Valley,NV,89433,4,3,3351,2006,500000,8/15/2024,Washoe,1,0
SINGLE_FAMILY,2895 E Lakeridge Shrs,Reno,NV,89519,3,3.5,2945,1985,1350000,8/15/2024,Washoe,2,2
TOWNHOMES,955 Cherry Tree Dr,Sparks,NV,89434,3,2,1225,1973,325000,8/15/2024,Washoe,1,0
SINGLE_FAMILY,2711 Red Bird Dr,Reno,NV,89523,3,2.5,1899,2001,650000,8/15/2024,Washoe,2,2
